UniqueNameLabel,SubClassLabel
FILTER,ROTARY DRUM FILTER
FILTER,ROTARY FILTER
FILTER,SAND FILTER
FILTER,TOP BED FILTER
FILTER,filter
FILTERING DEVICE,DEIONIZER
FIRE EXTINGUISHING DEVICE,FIRE EXTINGUISHER
FIRE EXTINGUISHING DEVICE,FIRE HOSE
FIRE EXTINGUISHING DEVICE,FIRE HYDRANT
FLASHER(lighting),FLASHING LIGHT
FLOAT,BUOY
FLOAT,LIFE BUOY
FLOAT,NORSOK I-001 REV3 L03 DISPLACER / FLOAT
FLOAT,NORSOK I-001 REV3 L03 FLOAT
FLOAT,PONTOON
FLOAT,RAFT
FLUID STATE CHANGER,PRESSURE DECREASER
FLUID STATE CHANGER,PRESSURE INCREASER
FOUNDATION,CONCRETE FOUNDATION
FOUNDATION,foundation
FRACTIONATOR,
FUNCTIONAL CLASS,
FUNCTIONAL MAPPER,MIMO FUNCTIONAL MAPPER
FUNCTIONAL POINT,END POINT
FUNCTIONAL POINT,START POINT
FUNCTIONAL REQUIREMENTS CLASS,ASSET REQUIREMENTS CLASS
GASIFIER,
GAUGE,PROCESS GAUGE
GAUGE,TANK GAUGE
GENERATOR,AERO GAS GENERATOR
GENERATOR,COMBINED CYCLE POWER GENERATOR
GENERATOR,ELECTRIC GENERATOR
GENERATOR,GAS GENERATOR
GENERATOR,GENERATOR SET
GENERATOR,NITROGEN GENERATOR
GENERATOR,POWER GENERATION SYSTEM
GENERATOR,SODIUM HYPOCHLORITE GENERATOR
GENERATOR,STEAM GENERATOR
GENERATOR,VAPOUR GENERATOR
GIRDER,SHIP GIRDER
GIRDER,STEEL GIRDER
GIRDER,WOODEN GIRDER
GRANULATOR,
GRINDER,GRINDING MACHINE
GRINDER,GRINDING MILL
GUIDE,CASING GUIDE SHOE
GUIDE,CHAIN GUIDE PULLEY
GUIDE,CROSSHEAD GUIDE
GUIDE,DOWNCOMER
GUIDE,GUIDE BLADE
GUIDE,GUIDE BUSHING
GUIDE,GUIDE FUNNEL
GUIDE,GUIDE LINE
GUIDE,GUIDE PIN
GUIDE,GUIDE POST
GUIDE,GUIDE VANE
GUIDE,GUIDELINE
GUIDE,INLET GUIDE VANE
GUIDE,PILE GUIDE
GUIDE,PIPE GUIDE
GUIDE,RAIL
GUIDE,SUBSEA CHRISTMAS TREE GUIDE FRAME
GUIDE,SUBSEA GUIDE BASE
HEATER,BOILER
HEATER,CRUDE OIL HEATER
HEATER,DIRECT HEATING HEATER
HEATER,ELECTRIC HEATER
HEATER,FIRED HEATER
HEATER,FLUID HEATER
HEATER,FUEL HEATER
HEATER,FURNACE
HEATER,HEATING COIL
HEATER,HEATING SYSTEM
HEATER,HOT PLATE
HEATER,HOT WATER HEATER
HEATER,OIL HEATER
HEATER,OVEN
HEATER,PREHEATER
HEATER,STEAM HEATER
HUMIDIFIER,STEAM HUMIDIFIER
HUMIDIFIER,humidifier
IDENTIFIER,COMPANY PERSON IDENTIFIER DEFINITION FOR SHIP REPORTING MESSAGE
IDENTIFIER,ECLASS IDENTIFIER DEFINITION
IDENTIFIER,IDENTIFICATION NUMBER
IDENTIFIER,IDENTIFYING STRING
IDENTIFIER,ISO 14048 COPYRIGHT IDENTIFIER DEFINITION
IDENTIFIER,ISO 14048 DATA COMMISIONER IDENTIFIER DEFINITION
IDENTIFIER,ISO 14048 DATA DOCUMENTER IDENTIFIER DEFINITION
IDENTIFIER,ISO 14048 DATA GENERATOR IDENTIFIER DEFINITION
IDENTIFIER,ISPDM IDENTIFIER DEFINITION
IDENTIFIER,LABEL PLATE
IDENTIFIER,NORSOK I-001 REV3 INSTRUMENT DATA SHEET LABEL INDEX
IDENTIFIER,NPD DRILL PERMIT IDENTIFIER
IDENTIFIER,NPD DRILLING RIG IDENTIFIER
IDENTIFIER,NPD PETROLEUM BUSINESS AREA AGREEMENT IDENTIFIER
IDENTIFIER,NPD PETROLEUM FIELD IDENTIFIER
IDENTIFIER,NPD PETROLEUM INSTALLATION IDENTIFICATION NUMBER
IDENTIFIER,NPD PETROLEUM INSTALLATION IDENTIFIER
IDENTIFIER,NPD PETROLEUM PRODUCTION LICENSE IDENTIFIER
IDENTIFIER,NPD WELL DESIGNATION CODE
IDENTIFIER,NPD WELLBORE DESIGNATION CODE
IDENTIFIER,NPD WELLBORE IDENTIFIER
IDENTIFIER,NPD WELLBORE SIDETRACK IDENTIFIER
IDENTIFIER,OPERATOR WELLBORE DESIGNATION CODE ACCORDING TO NPD GUDELINES
IDENTIFIER,PHYSICAL LABEL
IDENTIFIER,PURCHASERS ORDER IDENTIFIER DEFINITION
IDENTIFIER,REFERENCED ITEM IDENTIFIER DEFINITION
IDENTIFIER,ROLLS-ROYCE MARINE YARD IDENTIFIER DEFINITION
IDENTIFIER,TEXT IDENTIFER
IDENTIFIER,WITSML TUBULAR IDENTIFIER DEFINITION
IGNITOR,FLINT IGNITOR
IGNITOR,IGNITION UNIT
IGNITOR,SPARKING PLUG
IGNITOR,ignitor
ILLUMINATOR,FLASHLIGHT
ILLUMINATOR,LAMP
ILLUMINATOR,LIGHT SOURCE
ILLUMINATOR,NORSOK I-001 REV3 L05 ILLUMINATOR
IMAGE,ILLUSTRATION
IMAGE,LASER SCAN IMAGE
IMAGE,PHOTOGRAM
IMAGE,PHOTOGRAPH
IMAGE,SONOGRAM
IMAGE,STILL IMAGE
IMAGE,VIDEO CAMERA
IMAGE,VIDEO DEVICE
IMAGE,X-RAY IMAGE
IMAGER,CCTV CAMERA UNIT
IMAGER,PHOTOGRAPHIC SCANNER
INDUCTOR,FOAM INDUCTOR
INDUCTOR,INDUCTOR MACHINE
INFORMATION,CONFIDENTIAL INFORMATION
INFORMATION,CONTACT INFORMATION
INFORMATION,INFORMATION STREAM
INFORMATION,NON-CONFIDENTIAL INFORMATION
INFORMATION,RECURSION
INFORMATION,RESTRICTED INFORMATION
INFORMATION,RESULT INFORMATION
INFORMATION,SECRET INFORMATION
INFORMATION,STORAGE INFORMATION
INFORMATION,UNCLASSIFIED INFORMATION
INFORMATION,UNRESTRICTED INFORMATION
INJECTION POINT,injection point
INJECTOR,FUEL INJECTOR
INSPECTOR,INSPECTORATE
INSTRUMENTATION FUNCTION,4-20 mA SIGNAL
INSTRUMENTATION FUNCTION,BOOLEAN LOGIC FUNCTION
INSTRUMENTATION FUNCTION,COMPUTING RELAY
INSTRUMENTATION FUNCTION,CONTROLLER
INSTRUMENTATION FUNCTION,DETECTOR
INSTRUMENTATION FUNCTION,FINAL CONTROL FUNCTION
INSTRUMENTATION FUNCTION,INDICATOR
INSTRUMENTATION FUNCTION,INSTRUMENT LOOP
INSTRUMENTATION FUNCTION,INSTRUMENTATION ITEM
INSTRUMENTATION FUNCTION,INSTRUMENTATION SYSTEM
INSTRUMENTATION FUNCTION,LINING MONITORING SYSTEM
INSTRUMENTATION FUNCTION,MEASURING INSTRUMENT
INSTRUMENTATION FUNCTION,MONITOR
INSTRUMENTATION FUNCTION,PROBE
INSTRUMENTATION FUNCTION,PROCESS GAUGE
INSTRUMENTATION FUNCTION,PROCESS SIGNAL GENERATING FUNCTION
INSTRUMENTATION FUNCTION,READER
INSTRUMENTATION FUNCTION,RECORDER
INSTRUMENTATION FUNCTION,SELF-OPERATING VALVE
INSTRUMENTATION FUNCTION,SIGNAL CONVEYOR
INSTRUMENTATION FUNCTION,STANDARD SIGNAL RECEIVER
INSTRUMENTATION FUNCTION,STANDARD SIGNAL SENDER
INSTRUMENTATION FUNCTION,STATE WARNER
INSULATION,ASBESTOS INSULATION
INSULATION,CALCIUM SILICATE INSULATION
INSULATION,CERAMIC FIBRE INSULATION
INSULATION,ELASTOMERIC FOAM INSULATION
INSULATION,ELECTRICAL INSULATION
INSULATION,FOAM GLASS INSULATION
INSULATION,GLASS FIBRE INSULATION
INSULATION,HEAT INSULATION
INSULATION,INSULATION LAYER
INSULATION,MINERAL WOOL INSULATION
INSULATION,PERLITE INSULATION
INSULATION,RIGID FOAM INSULATION
INSULATION,SOUND INSULATION
INSULATION,THERMAL INSULATION
INSULATOR,ACOUSTIC INSULATOR
INSULATOR,ELECTRICAL INSULATOR
INSULATOR,INSULATOR CORE
INSULATOR,NOISE INSULATOR
INSULATOR,THERMAL INSULATOR
INTERFACE,API 17D INTERFACE
INTERFACE,USER INTERFACE
INVITATION,INVITATION TO TENDER
ISOLATOR,ELECTRICAL ISOLATOR
ISOLATOR,GALVANIC ISOLATOR
ISOLATOR,ISOLATION MATERIAL
ISOLATOR,isolator
JOINT,CABLE LADDER JOINT
JOINT,CABLE TRAY JOINT
JOINT,EXPANSION JOINT
JOINT,FIELD JOINT
JOINT,PIPE JOINT
JOINT,SPOOL PIECE
JOINT,STRUCTURAL JOINT
JOINT,SWIVEL JOINT
JOINT,TOOL JOINT
JOINT,WELDED JOINT
KNEADER,
LIAISON,BUSINESS CONTACT
LIFTING DEVICE,CHRISTMAS TREE LIFTING TOOL
LIFTING DEVICE,CRANE
LIFTING DEVICE,DAVIT
LIFTING DEVICE,HOIST
LIFTING DEVICE,LIFT
LIFTING DEVICE,LIFTING BEAM TROLLEY
LIFTING DEVICE,LIFTING CAP
LIFTING DEVICE,LIFTING JACK
LIFTING DEVICE,LIFTING MACHINE
LIFTING DEVICE,WINCH
LIFTING DEVICE,lifting device
LIMITER,BACKSTOP
LIMITER,BEND LIMITER
LIMITER,CURRENT LIMITER
LIMITER,FLOW LIMITER
LIMITER,POWER LIMITER
LIMITER,RESISTOR
LOCATOR,PIG LOCATOR
LUBRICATOR,CAM TYPE LUBRICATOR
LUBRICATOR,FLINGER LUBRICATOR
LUBRICATOR,FLOOD LUBRICATOR
LUBRICATOR,OIL MIST LUBRICATOR
LUBRICATOR,OIL PRESSURE LUBRICATOR
LUBRICATOR,RING OIL LUBRICATOR
LUBRICATOR,SPRING LOADED GREASE TYPE LUBRICATOR
LUMINAIRE,BICYCLE HEAD LAMP
LUMINAIRE,BICYCLE TAIL LAMP
LUMINAIRE,BULKHEAD LUMINAIRE
LUMINAIRE,DOWNLIGHT
LUMINAIRE,EXTINGUISHANT STATUS LUMINAIRE
LUMINAIRE,FLUORESCENT TUBE FIXTURE
LUMINAIRE,HAND LAMP
LUMINAIRE,LIFE BUOY LIGHT
LUMINAIRE,LUMINAIRE FOR SURFACE MOUNTING
LUMINAIRE,PENDANT LUMINAIRE
LUMINAIRE,PORTABLE LUMINAIRE
LUMINAIRE,PROJECTOR
LUMINAIRE,RECESSED LUMINAIRE
LUMINAIRE,STROBE LIGHT
LUMINAIRE,TORCH
LUMINAIRE,VISUAL ALARM LUMIAIRE
LUMINAIRE,luminaire
MANAGER(function),
MANUFACTURER,MANUFACTURING ORGANIZATION
MEETER,
MESH,WIRE MESH
MESH,WIRE MESH
MESSAGE,XML MESSAGE
METAL PROCESSOR,METAL PROCESSING MILL
METER PROVER,meter prover
METHOD,ANALYSIS METHOD
METHOD,APPLICATION METHOD
METHOD,DETERMINATION METHOD
METHOD,FABRICATION METHOD
METHOD,FIXATION METHOD
METHOD,GAS LIFT METHOD
METHOD,GYROSCOPIC DIRECTIONAL SURVEY METHOD
METHOD,MEASUREMENT WHILE DRILLING DIRECTIONAL SURVEY METHOD
METHOD,SINGLE SHOT DIRECTIONAL SURVEY METHOD
METHOD,STANDARD METHOD
METHOD,TEST METHOD
METHOD,VIBRATION DETECTION METHOD
METHOD,WIRELINE DIRECTIONAL SURVEY METHOD
MIXER,DYNAMIC MIXER
MIXER,FLARE MIXING CONE
MIXER,FLUID MIXER
MIXER,MIXING CONE
MIXER,MIXING ELEMENT
MIXER,MIXING ELEMENT ASSEMBLY
MIXING POINT,
MODIFIER,FLOW MODIFICATION ACCESSORY
MODULATOR,MODEM
MOLECULAR DEMOLISHER,
MOUNT,
MOVER,CIRCUIT BREAKER WINDING GEAR
NETWORK,COMPUTER NETWORK
NETWORK,ELECTRICAL NETWORK
NETWORK,PIPING NETWORK SYSTEM
NODE,ELECTRICAL NODE
NODE,PIPING NETWORK NODE
NODE,STRUCTURAL NODE
NODE,TELECOM GATEWAY
NOZZLE(fluid velocity),FUSIBLE BULB SPRINKLER NOZZLE
NOZZLE(fluid velocity),VALVE NOZZLE(fluid velocity)
OPTICAL DEVICE,OPTICAL SYSTEM
PACKAGE,DOCUMENTATION PACKAGE
PACKAGE,FUNCTIONAL PACKAGE
PACKAGE,PACKAGE ASSEMBLY
PACKAGE,PROCUREMENT PACKAGE
PACKAGE,package
PALLETIZER,
PATH,CHANNEL(data)
PEELER,
PENETRATOR,PENETRATOR FOR ELECTRIC CABLE
PENETRATOR,PENETRATOR FOR FIBRE OPTIC LINE
PENETRATOR,PENETRATOR FOR HYDRAULIC LINE
PENETRATOR,PENETRATOR FOR PIPING
PENETRATOR,RADIAL PENETRATION ASSEMBLY
PHOTOELECTRIC DEVICE,
PHOTOGRAPHIC DEVICE,
PHOTOVOLTAIC DEVICE,PHOTOVOLTAIC CELL
PHOTOVOLTAIC DEVICE,PHOTOVOLTAIC MODULE
PHOTOVOLTAIC DEVICE,SOLAR PANEL
PIERCER,PIERCING PRESS
PIERCER,REELING MACHINE
PIG LAUNCHER,SUBSEA PIG LAUNCHER
PIG LAUNCHER,pig launcher
PIPE PIG,BRISTLE PIPE PIG
PIPE PIG,INTELLIGENT PIPE PIG
PIPING PLAN,
PNEUMATIC DEVICE,PNEUMATIC APPARATUS
POINTER,NORSOK I-001 REV3 F04 INDICATOR POINTER
POINTER,NORSOK I-001 REV3 T03 POINTER
PORT,AIRPORT
PORT,BRIDLE
PORT,BRIDLE PORT
PORT,COMPUTER SOFTWARE PORT
PORT,ELECTRICAL CURRENT PORT
PORT,ELECTRONIC PORT
PORT,ENERGY PORT
PORT,FLUID PORT
PORT,INLET PORT
PORT,INLET-OUTLET PORT
PORT,INSPECTION PORT
PORT,INSTRUMENTATION PORT
PORT,LAMP PORT
PORT,LEAKOFF PORT
PORT,MEASURING PORT
PORT,MIXER PORT
PORT,OUTLET PORT
PORT,PORT(transport)
PORT,SIGNAL PORT
PORT,SOLIDS PORT
PORT,VIEW PORT
PORT,WARMING-UP PORT
PRESENTATION,3D PLANT MODEL
PRESENTATION,PROGRESS PRESENTATION
PRESERVATOR,PRESERVATION COATING
PRESIDER,
PRESS,PRESS(machine)
PRINTER,COMPUTER PRINTER
PRINTER,PRINTING MACHINE
PROCEDURE,ABB AUTOMATION INSTRUCTION MANUAL
PROCEDURE,ALGORITHM
PROCEDURE,ASSURANCE PROCEDURE
PROCEDURE,CHANGE CONTROL PROCEDURE
PROCEDURE,COMMISSIONING PROCEDURE
PROCEDURE,COMMUNICATIONS PROCEDURE
PROCEDURE,CONTROL PROCEDURE
PROCEDURE,COST CONTROL PROCEDURE
PROCEDURE,COUNTRY REGULATIONS PROCEDURE
PROCEDURE,DOCUMENT AND DATA CONTROL PROCEDURE
PROCEDURE,EMERGENCY RESPONSE PROCEDURE
PROCEDURE,FORMING AND HEAT TREATMENT PROCEDURE
PROCEDURE,"HANDLING, SHIPPING AND STORAGE PROCEDURE"
PROCEDURE,INSPECTION PROCEDURE
PROCEDURE,INSTALLATION PROCEDURE
PROCEDURE,INTERFACE PROCEDURE
PROCEDURE,MAINTENANCE PROCEDURE
PROCEDURE,MATERIAL MANAGEMENT PROCEDURE
PROCEDURE,METHOD DESCRIPTION
PROCEDURE,NON-DESTRUCTIVE TEST PROCEDURE
PROCEDURE,OPERATING PROCEDURE
PROCEDURE,PACKING AND SHIPPING PROCEDURE
PROCEDURE,PLANNING PROCEDURE
PROCEDURE,POLICY
PROCEDURE,PRESSURE TEST PROCEDURE
PROCEDURE,QUALITY PROCEDURE
PROCEDURE,SOFTWARE
PROCEDURE,SURFACE PROTECTION PROCEDURE
PROCEDURE,TEST PROCEDURE
PROCEDURE,VALIDATION PROCEDURE
PROCEDURE,WEIGHING PROCEDURE
PROCEDURE,WELDING REPAIR PROCEDURE
PROCEDURE,WELL KILLING PROCEDURE
PROCEDURE,general procedure
PROCESS COLUMN,BUBBLE COLUMN
PROCESS COLUMN,COMBI-TOWER
PROCESS COLUMN,CONTACTOR TOWER
PROCESS COLUMN,DEAERATOR TOWER
PROCESS COLUMN,DISCHARGE COLUMN
PROCESS COLUMN,DISTILLATION COLUMN
PROCESS COLUMN,EXTRACTION COLUMN
PROCESS COLUMN,FLASH TOWER
PROCESS COLUMN,PACKED COLUMN
PROCESS COLUMN,QUENCH COLUMN
PROCESS COLUMN,process column
PROCESS PACKING,BERL SADDLE PACKING
PROCESS PACKING,CERAMIC BALLS PACKING
PROCESS PACKING,PALL RING PACKING
PROCESS PACKING,RANDOM PROCESS PACKING
PROCESS PACKING,STRUCTURED PACKING
PROPULSOR,TWR PROPULSOR
PROTECTOR,ARMOUR
PROTECTOR,BLOW-OUT PREVENTER
PROTECTOR,CABLE ROUTING SYSTEM
PROTECTOR,CAISSON
PROTECTOR,CONSERVATION MATERIAL
PROTECTOR,CORROSION PROTECTION MATERIAL
PROTECTOR,COVER
PROTECTOR,ELECTRIC PROTECTOR
PROTECTOR,EQUIPMENT SHUTDOWN SYSTEM
PROTECTOR,EXPLOSION PANEL
PROTECTOR,FENDER
PROTECTOR,FIRE PROOFING MATERIAL
PROTECTOR,FUSE
PROTECTOR,HUMAN PROTECTOR
PROTECTOR,INSERT FOR SENSING ELEMENT
PROTECTOR,INSTRUMENT BLOWOUT PROTECTION
PROTECTOR,JUNCTION BOX
PROTECTOR,LINER
PROTECTOR,OVERPRESSURE PROTECTOR
PROTECTOR,PROCESS SHUTDOWN SYSTEM
PROTECTOR,PROTECTION MATERIAL
PROTECTOR,SENSING ELEMENT PROTECTION TUBE
PROTECTOR,SHROUD
PROTECTOR,SURFACE INSULATION MATERIAL
PROTECTOR,SURGE PROTECTION
PROTECTOR,THERMAL PROTECTION MATERIAL
PROTECTOR,THERMAL PROTECTOR
PROTECTOR,WRAPPING MATERIAL
PROTECTOR,none
PROTECTOR,trawl-catching
PROTECTOR,trawl-deflecting
PUMP,ACTIVATED SLUDGE PUMP
PUMP,AGRICULTURAL CHEMICAL SPRAY PUMP
PUMP,AIR-POWERED PUMP
PUMP,ALKALINE PUMP
PUMP,ARCHIMEDIAN SCREW
PUMP,ARMOURED PUMP
PUMP,ASH PUMP
PUMP,AUTOMATIC TROUGH PUMP
PUMP,BACK PULLOUT PUMP
PUMP,BARE PUMP
PUMP,BARREL EMPTYING PUMP
PUMP,BARREL INSERT PUMP
PUMP,BASE LOAD PUMP
PUMP,BEAM PUMP
PUMP,BEARING PEDESTAL MOUNTED PUMP
PUMP,BEER PUMP
PUMP,BEET FLUMING WASHING AND SPRAY PUMP
PUMP,BEET PUMP
PUMP,BELT DRIVEN PUMP
PUMP,BILGE PUMP
PUMP,BLOOD PUMP
PUMP,BOILER FEED WATER PUMP
PUMP,BOREHOLE FLUSHING PUMP
PUMP,BOREHOLE PUMP
PUMP,BORIC ACID PUMP
PUMP,BORON INJECTION PUMP
PUMP,BROKEN PUMP
PUMP,BRONZE PUMP
PUMP,BUILDING SITE PUMP
PUMP,CARBONISATION JUICE PUMP
PUMP,CAST IRON PUMP
PUMP,CAST STEEL PUMP
PUMP,CAVERN PUMP
PUMP,CEMENT SLURRY PUMP
PUMP,CENTRIFUGAL PUMP
PUMP,CERAMIC PUMP
PUMP,CHAIN PUMP
PUMP,CHARGING PUMP
PUMP,CHEMICAL INJECTION PUMP
PUMP,CHIPS PUMP
PUMP,CIRCULATING PUMP
PUMP,CLEANING PUMP
PUMP,CLOSE-COUPLED PUMP
PUMP,COAL SLURRY PUMP
PUMP,COAL WASHING PUMP
PUMP,COMPRESSED AIR BARREL EMPTYING PUMP
PUMP,CONCRETE PUMP
PUMP,CONDENSATE EXTRACTION PUMP
PUMP,CONDENSATE RETURN PUMP
PUMP,CONE PUMP
PUMP,CONTAINMENT SPRAY PUMP
PUMP,COOLANT PUMP
PUMP,COOLING PUMP [seems nonsensical]
PUMP,CORROSION RESISTING PUMP
PUMP,COSSETTE PUMP
PUMP,CRUDE OIL PUMP
PUMP,CRYOGENIC PUMP
PUMP,CUTTING OIL PUMP
PUMP,DECAY HEAT REMOVAL PUMP
PUMP,DESALINATED SEAWATER PUMP
PUMP,DESCALING PUMP
PUMP,DIESEL OIL PUMP
PUMP,DISTILLATE PUMP
PUMP,DISTRICT HEATING PUMP
PUMP,DOCK PUMP
PUMP,DOUBLE CHANNEL IMPELLER PUMP
PUMP,DOUBLE ENTRY PUMP
PUMP,DRAINAGE PUMP
PUMP,DRAWN FLUID PUMP
PUMP,DREDGING PUMP
PUMP,DRUM WHEEL
PUMP,DYE PUMP
PUMP,DYNAMIC PUMP
PUMP,EDUCTOR
PUMP,EJECTOR PUMP
PUMP,ELBOW PUMP
PUMP,ELECTROMAGNETIC PUMP
PUMP,EXTRACTION PUMP
PUMP,FILTER PUMP
PUMP,FILTER RESIDUE PUMP
PUMP,FIRE FIGHTING PUMP
PUMP,FISH PUMP
PUMP,FLANGE MOUNTED PUMP
PUMP,FLANGED MOTOR PUMP
PUMP,FLUSHING PUMP
PUMP,FRESH WATER PUMP
PUMP,FUEL OIL SUPPLY PUMP
PUMP,FUEL OIL TRANSFER PUMP
PUMP,FUEL PUMP
PUMP,GARDEN PUMP
PUMP,GAS PRESSURE PUMP
PUMP,GAS WASHING PUMP
PUMP,GASLIFT PUMP [SAME AS ABOVE GAS LIFT PUMP]
PUMP,GEARED PUMP
PUMP,GENERAL SERVICE PUMP ?????????????
PUMP,GLANDLESS PUMP
PUMP,GOVERNOR OIL PUMP
PUMP,GRIT PUMP
PUMP,HAND PUMP
PUMP,HEAT TRANSFER PUMP
PUMP,HEATING CIRCULATING PUMP
PUMP,HIGH PRESSURE PUMP
PUMP,HINGED COVER PUMP
PUMP,HORIZONTAL PUMP
PUMP,HOT OIL PUMP
PUMP,HOT WATER PUMP
PUMP,HYDRAULIC CHARGE PUMP
PUMP,HYDRAULIC ELEVATOR [is no pump]
PUMP,IN-LINE PUMP
PUMP,IRRIGATION PUMP
PUMP,JUICE PUMP
PUMP,LABORATORY PUMP
PUMP,LAND RECLAMATION PUMP
PUMP,LIFT PUMP
PUMP,LIME SLURRY PUMP
PUMP,LINED PUMP
PUMP,LIQUID GAS PUMP
PUMP,LIQUID RING PUMP
PUMP,LOADING PUMP
PUMP,LUBRICATING PUMP
PUMP,LUBRICATION PUMP
PUMP,MARINE PUMP
PUMP,MASSECUITE PUMP
PUMP,MECHANICAL WOOD PULP PUMP
PUMP,MERCURY PUMP
PUMP,METERING PUMP
PUMP,MILK OF LIME PUMP
PUMP,MILK PUMP
PUMP,MINE PUMP
PUMP,MIXING PUMP
PUMP,MOLASSES PUMP
PUMP,MUD PUMP
PUMP,MULTISTAGE PUMP
PUMP,NON-CLOG PUMP
PUMP,OIL BOOSTER PUMP
PUMP,OIL FIELD PUMP
PUMP,OIL PUMP
PUMP,OIL REFINERY PUMP [class of class??]
PUMP,OIL TANK RESIDUE PUMP
PUMP,ORE WASHING PUMP
PUMP,PAPER STOCK PUMP
PUMP,PEAL LOAD PUMP
PUMP,PETROCHEMICAL PUMP [class of class??]
PUMP,PITOT TUBE PUMP
PUMP,PLASTIC LINED PUMP
PUMP,PORTABLE PUMP
PUMP,POSITIVE DISPLACEMENT PUMP
PUMP,POTABLE WATER PUMP
PUMP,POWER STATION PUMP [class of class]
PUMP,PRODUCED WATER BUFFER PUMP
PUMP,PROPELLER PUMP
PUMP,PROPORTIONING PUMP
PUMP,PULP PUMP
PUMP,PULP WATER PUMP
PUMP,PUMP SYSTEM
PUMP,PUMP WITH PUMPING ELEMENTS ARRANGED IN PARALLEL
PUMP,QUADRUPLE ACTING SEMI-ROTARY PUMP
PUMP,RAW LIQUOR PUMP
PUMP,REACTOR PUMP
PUMP,RECIRCULATING PUMP
PUMP,REFLUX PUMP
PUMP,REFRIGERANT PUMP
PUMP,ROTARY BELT PUMP
PUMP,RUBBER LINED PUMP
PUMP,SALVAGE PUMP
PUMP,SANITARY PUMP
PUMP,SEA WATER PUMP
PUMP,SEAL WATER INJECTION PUMP
PUMP,SEDIMENT PUMP
PUMP,SEPARATELY COUPLED PUMP [redundant]
PUMP,SEWAGE PUMP
PUMP,SIMPLEX PUMP
PUMP,SINGLE STAGE PUMP [redundant]
PUMP,SKID MOUNTED PUMP
PUMP,SLUDGE PUMP
PUMP,SLURRY PUMP
PUMP,SOLAR POWERED PUMP
PUMP,SOLIDS PUMP
PUMP,"SPARE PUMP [doesn&amp;#39;t define the pump, but its role]"
PUMP,SPRAY POND PUMP
PUMP,"STAND-BY PUMP [doesn&amp;#39;t define the pump, but its role]"
PUMP,"STANDARD PUMP [if it is, for example, an API 610 pump, it is not necessary to explicitly state that it is a standard pump]"
PUMP,"START AND SHUTDOWN PUMP [doesn&amp;#39;t define the pump, but its role]"
PUMP,"STARTING PUMP [doesn&amp;#39;t define the pump, but its role]"
PUMP,STEAM CRANK PUMP
PUMP,STEAM EJECTOR CONDENSATE PUMP
PUMP,STORAGE PUMP
PUMP,SUBMERSIBLE PUMP
PUMP,SUMP PUMP
PUMP,SUPPLY PUMP 18DE911A
PUMP,SUPPLY PUMP [ a Role]
PUMP,SWIMMING POOL PUMP
PUMP,SYRUP PUMP
PUMP,TAILINGS PUMP
PUMP,TAILS PUMP
PUMP,TANK DRAINAGE PUMP
PUMP,TORQUE FLOW PUMP
PUMP,TRACTOR DRIVEN PUMP
PUMP,TRANSFER PUMP
PUMP,TROUGH PUMP
PUMP,VACUUM PUMP
PUMP,VARIABLE OUTPUT PUMP
PUMP,VARIABLE VOLUME PUMP
PUMP,VERTICAL PUMP
PUMP,WASH OIL PUMP
PUMP,WASH WATER PUMP
PUMP,WATER INJECTION PUMP
PUMP,WATER PUMP
PUMP,WATER SUPPLY PUMP
PUMP,WATER-WORKS PUMP
PUMP,WET SUMP PUMP
PUMP,WINDMILL PUMP
PUMP,pump
PURIFIER,OIL PURIFIER
PURIFIER,WATER PURIFIER
QUALIFIER,QUALIFYING STRING
QUAY,
QUESTIONNAIRE,PRE-QUALIFICATION QUESTIONNAIRE
QUESTIONNAIRE,general questionnaire
REACTOR,CHEMICAL REACTOR
REACTOR,ELECTRICAL REACTOR
REACTOR,NUCLEAR REACTOR
REACTOR,REFRACTORY LINED REACTOR
RECEIVER,PIG RECEIVER
RECEIVER,SIGNAL RECEIVER
RECLAIMER,
REDUCER,CABLE CONDUIT REDUCER
REDUCER,CABLE LADDER REDUCER
REDUCER,CABLE TRAY REDUCER
REDUCER,CABLE TRUNK REDUCER
REDUCER,PIPE REDUCER
REDUCER,SPEED REDUCER
REDUCER,SPLASH CONE
REFERENCE(function),DICTIONARY
REFERENCE(function),ENDPOINT
REFERENCE(function),HANDBOOK
REFERENCE(function),MANUAL
REFERENCE(function),REFERENCE DATA LIBRARY
REFERENCE(function),STANDARD
REFERENCE(function),WEBSITE
REGISTRAR,REGISTRATION AUTHORITY
REGISTRAR,REGISTRATION AUTHORITY REGISTRAR
REGULATION,LEGAL REGULATORY AND SOCIAL CONSTRAINTS
REGULATION,REGULATORY AGREEMENT
REGULATION,REGULATORY AUTHORIZATIONS
REGULATION,RULE
REGULATION,RULES AND SEQUENCES
REGULATION,TRANSPORT REGULATION
REGULATOR,BACKPRESSURE REGULATOR VALVE
REGULATOR,CONSTANT VOLUME REGULATOR
REGULATOR,CURRENT REGULATOR
REGULATOR,DIFFERENTIAL PRESSURE REGULATOR VALVE
REGULATOR,FLUID REGULATOR
REGULATOR,TEMPERATURE REGULATOR VALVE
REGULATOR,VOLTAGE REGULATOR
REGULATOR(manager),REGULATORY BODY
REINFORCER,REINFORCEMENT
REINFORCER,REINFORCING BAR
RELEASER,BLEEDER SCREW
RELEASER,DRAIN PLUG
